anemia	BENEFITS_FROM	folate
anemia	BENEFITS_FROM	iron
anemia	BENEFITS_FROM	vitamin_b12
depression	BENEFITS_FROM	folate
depression	BENEFITS_FROM	omega3
depression	BENEFITS_FROM	vitamin_b12
depression	BENEFITS_FROM	vitamin_d
hypertension	BENEFITS_FROM	magnesium
hypertension	BENEFITS_FROM	potassium
inflammation	BENEFITS_FROM	omega3
inflammation	BENEFITS_FROM	vitamin_c
inflammation	BENEFITS_FROM	vitamin_e
osteoporosis	BENEFITS_FROM	calcium
osteoporosis	BENEFITS_FROM	vitamin_d
osteoporosis	BENEFITS_FROM	vitamin_k
type2_diabetes	BENEFITS_FROM	chromium
type2_diabetes	BENEFITS_FROM	fiber
type2_diabetes	BENEFITS_FROM	magnesium
Avocado Toast	CONTAINS_INGREDIENT	avocado
Avocado Toast	CONTAINS_INGREDIENT	lemon juice
Avocado Toast	CONTAINS_INGREDIENT	olive oil
Avocado Toast	CONTAINS_INGREDIENT	red pepper flakes
Avocado Toast	CONTAINS_INGREDIENT	salt
Avocado Toast	CONTAINS_INGREDIENT	sourdough bread
Beef Tacos	CONTAINS_INGREDIENT	cheddar cheese
Beef Tacos	CONTAINS_INGREDIENT	chili powder
Beef Tacos	CONTAINS_INGREDIENT	cilantro
Beef Tacos	CONTAINS_INGREDIENT	corn tortilla
Beef Tacos	CONTAINS_INGREDIENT	cumin
Beef Tacos	CONTAINS_INGREDIENT	ground beef
Beef Tacos	CONTAINS_INGREDIENT	lime juice
Beef Tacos	CONTAINS_INGREDIENT	onion
Beef Tacos	CONTAINS_INGREDIENT	tomato
Butter Chicken	CONTAINS_INGREDIENT	butter
Butter Chicken	CONTAINS_INGREDIENT	chicken thigh
Butter Chicken	CONTAINS_INGREDIENT	cumin
Butter Chicken	CONTAINS_INGREDIENT	garam masala
Butter Chicken	CONTAINS_INGREDIENT	garlic
Butter Chicken	CONTAINS_INGREDIENT	ginger
Butter Chicken	CONTAINS_INGREDIENT	heavy cream
Butter Chicken	CONTAINS_INGREDIENT	onion
Butter Chicken	CONTAINS_INGREDIENT	tomato
Butter Chicken	CONTAINS_INGREDIENT	turmeric
Caesar Salad	CONTAINS_INGREDIENT	anchovy
Caesar Salad	CONTAINS_INGREDIENT	croutons
Caesar Salad	CONTAINS_INGREDIENT	egg yolk
Caesar Salad	CONTAINS_INGREDIENT	garlic
Caesar Salad	CONTAINS_INGREDIENT	lemon juice
Caesar Salad	CONTAINS_INGREDIENT	olive oil
Caesar Salad	CONTAINS_INGREDIENT	parmesan cheese
Caesar Salad	CONTAINS_INGREDIENT	romaine lettuce
Chicken Biryani	CONTAINS_INGREDIENT	basmati rice
Chicken Biryani	CONTAINS_INGREDIENT	chicken breast
Chicken Biryani	CONTAINS_INGREDIENT	cumin
Chicken Biryani	CONTAINS_INGREDIENT	ghee
Chicken Biryani	CONTAINS_INGREDIENT	onion
Chicken Biryani	CONTAINS_INGREDIENT	saffron
Chicken Biryani	CONTAINS_INGREDIENT	turmeric
Chicken Biryani	CONTAINS_INGREDIENT	yogurt
Greek Salad	CONTAINS_INGREDIENT	cucumber
Greek Salad	CONTAINS_INGREDIENT	feta cheese
Greek Salad	CONTAINS_INGREDIENT	kalamata olives
Greek Salad	CONTAINS_INGREDIENT	lemon juice
Greek Salad	CONTAINS_INGREDIENT	olive oil
Greek Salad	CONTAINS_INGREDIENT	oregano
Greek Salad	CONTAINS_INGREDIENT	red onion
Greek Salad	CONTAINS_INGREDIENT	tomato
Pad Thai	CONTAINS_INGREDIENT	bean sprouts
Pad Thai	CONTAINS_INGREDIENT	brown sugar
Pad Thai	CONTAINS_INGREDIENT	egg
Pad Thai	CONTAINS_INGREDIENT	fish sauce
Pad Thai	CONTAINS_INGREDIENT	garlic
Pad Thai	CONTAINS_INGREDIENT	green onion
Pad Thai	CONTAINS_INGREDIENT	lime juice
Pad Thai	CONTAINS_INGREDIENT	peanuts
Pad Thai	CONTAINS_INGREDIENT	rice noodles
Pad Thai	CONTAINS_INGREDIENT	shrimp
Salmon Teriyaki	CONTAINS_INGREDIENT	brown sugar
Salmon Teriyaki	CONTAINS_INGREDIENT	garlic
Salmon Teriyaki	CONTAINS_INGREDIENT	ginger
Salmon Teriyaki	CONTAINS_INGREDIENT	green onion
Salmon Teriyaki	CONTAINS_INGREDIENT	mirin
Salmon Teriyaki	CONTAINS_INGREDIENT	salmon fillet
Salmon Teriyaki	CONTAINS_INGREDIENT	sesame oil
Salmon Teriyaki	CONTAINS_INGREDIENT	soy sauce
Spaghetti Carbonara	CONTAINS_INGREDIENT	black pepper
Spaghetti Carbonara	CONTAINS_INGREDIENT	egg yolk
Spaghetti Carbonara	CONTAINS_INGREDIENT	garlic
Spaghetti Carbonara	CONTAINS_INGREDIENT	pancetta
Spaghetti Carbonara	CONTAINS_INGREDIENT	parmesan cheese
Spaghetti Carbonara	CONTAINS_INGREDIENT	spaghetti
Spinach Dal	CONTAINS_INGREDIENT	cumin
Spinach Dal	CONTAINS_INGREDIENT	garlic
Spinach Dal	CONTAINS_INGREDIENT	ghee
Spinach Dal	CONTAINS_INGREDIENT	onion
Spinach Dal	CONTAINS_INGREDIENT	red lentils
Spinach Dal	CONTAINS_INGREDIENT	spinach
Spinach Dal	CONTAINS_INGREDIENT	tomato
Spinach Dal	CONTAINS_INGREDIENT	turmeric
Avocado Toast	HAS_HEALTH_FUNCTION	anti-inflammatory
Avocado Toast	HAS_HEALTH_FUNCTION	heart-healthy
Avocado Toast	HAS_HEALTH_FUNCTION	high-fiber
Beef Tacos	HAS_HEALTH_FUNCTION	energy-boosting
Beef Tacos	HAS_HEALTH_FUNCTION	high-protein
Butter Chicken	HAS_HEALTH_FUNCTION	anti-inflammatory
Butter Chicken	HAS_HEALTH_FUNCTION	high-protein
Caesar Salad	HAS_HEALTH_FUNCTION	bone-health
Caesar Salad	HAS_HEALTH_FUNCTION	low-calorie
Chicken Biryani	HAS_HEALTH_FUNCTION	anti-inflammatory
Chicken Biryani	HAS_HEALTH_FUNCTION	high-protein
Greek Salad	HAS_HEALTH_FUNCTION	anti-inflammatory
Greek Salad	HAS_HEALTH_FUNCTION	heart-healthy
Greek Salad	HAS_HEALTH_FUNCTION	low-calorie
Pad Thai	HAS_HEALTH_FUNCTION	energy-boosting
Pad Thai	HAS_HEALTH_FUNCTION	high-protein
Salmon Teriyaki	HAS_HEALTH_FUNCTION	anti-inflammatory
Salmon Teriyaki	HAS_HEALTH_FUNCTION	brain-health
Salmon Teriyaki	HAS_HEALTH_FUNCTION	heart-healthy
Spaghetti Carbonara	HAS_HEALTH_FUNCTION	energy-boosting
Spaghetti Carbonara	HAS_HEALTH_FUNCTION	high-protein
Spinach Dal	HAS_HEALTH_FUNCTION	anti-inflammatory
Spinach Dal	HAS_HEALTH_FUNCTION	high-fiber
Spinach Dal	HAS_HEALTH_FUNCTION	iron-rich
American	HAS_SUBCATEGORY	Breakfast
American	HAS_SUBCATEGORY	Salad
Indian	HAS_SUBCATEGORY	Curry
Indian	HAS_SUBCATEGORY	Lentils
Indian	HAS_SUBCATEGORY	Rice Dishes
Italian	HAS_SUBCATEGORY	Pasta
Japanese	HAS_SUBCATEGORY	Seafood
Mediterranean	HAS_SUBCATEGORY	Salad
Mexican	HAS_SUBCATEGORY	Tacos
Thai	HAS_SUBCATEGORY	Noodles
Avocado Toast	HIGH_IN	fiber
Beef Tacos	HIGH_IN	protein
Butter Chicken	HIGH_IN	fat
Butter Chicken	HIGH_IN	protein
Chicken Biryani	HIGH_IN	protein
Pad Thai	HIGH_IN	protein
Salmon Teriyaki	HIGH_IN	protein
Spaghetti Carbonara	HIGH_IN	protein
Spinach Dal	HIGH_IN	fiber
Spinach Dal	HIGH_IN	protein
Avocado Toast	IN_CATEGORY	American
Beef Tacos	IN_CATEGORY	Mexican
Butter Chicken	IN_CATEGORY	Indian
Caesar Salad	IN_CATEGORY	American
Chicken Biryani	IN_CATEGORY	Indian
Greek Salad	IN_CATEGORY	Mediterranean
Pad Thai	IN_CATEGORY	Thai
Salmon Teriyaki	IN_CATEGORY	Japanese
Spaghetti Carbonara	IN_CATEGORY	Italian
Spinach Dal	IN_CATEGORY	Indian
Avocado Toast	IN_SUBCATEGORY	Breakfast
Beef Tacos	IN_SUBCATEGORY	Tacos
Butter Chicken	IN_SUBCATEGORY	Curry
Caesar Salad	IN_SUBCATEGORY	Salad
Chicken Biryani	IN_SUBCATEGORY	Rice Dishes
